날짜,요일,공휴일,날씨,유료합계,무료합계,어른,청소년,어린이,단체,총계
2018-02-01,목,0.0,맑음,194.0,485.0,157.0,19.0,18.0,0.0,679.0
2018-02-02,금,0.0,구름 많음,152.0,552.0,127.0,14.0,11.0,0.0,704.0
2018-02-03,토,1.0,구름 조금,415.0,634.0,340.0,27.0,48.0,0.0,1049.0
2018-02-04,일,1.0,맑음,281.0,509.0,238.0,15.0,28.0,1.0,790.0
2018-02-05,월,0.0,맑음,66.0,282.0,59.0,5.0,2.0,0.0,348.0
2018-02-06,화,0.0,구름 조금,60.0,309.0,55.0,2.0,3.0,0.0,369.0
2018-02-07,수,0.0,구름 많음,78.0,340.0,58.0,14.0,6.0,0.0,418.0
2018-02-08,목,0.0,맑음,177.0,547.0,131.0,25.0,21.0,1.0,724.0
2018-02-09,금,0.0,,172.0,485.0,141.0,18.0,13.0,0.0,657.0
2018-02-10,토,1.0,,907.0,954.0,756.0,40.0,111.0,0.0,1861.0
2018-02-11,일,1.0,눈/비,544.0,615.0,446.0,29.0,69.0,4.0,1159.0
2018-02-12,월,0.0,구름 많음,120.0,379.0,84.0,20.0,16.0,0.0,499.0
2018-02-13,화,0.0,맑음,195.0,530.0,166.0,19.0,10.0,0.0,725.0
2018-02-14,수,0.0,,354.0,456.0,279.0,43.0,32.0,0.0,810.0
2018-02-15,목,1.0,구름 조금,1193.0,572.0,1023.0,37.0,133.0,0.0,1765.0
2018-02-16,금,1.0,맑음,2331.0,676.0,2013.0,71.0,247.0,0.0,3007.0
2018-02-17,토,1.0,맑음,2617.0,973.0,2229.0,101.0,287.0,0.0,3590.0
2018-02-18,일,1.0,구름 많음,2111.0,1259.0,1822.0,70.0,219.0,0.0,3370.0
2018-02-19,월,0.0,구름 많음,767.0,791.0,620.0,51.0,96.0,0.0,1558.0
2018-02-20,화,0.0,구름 조금,561.0,682.0,420.0,60.0,81.0,0.0,1243.0
2018-02-21,수,0.0,구름 조금,465.0,704.0,362.0,41.0,62.0,0.0,1169.0
2018-02-22,목,0.0,구름 많음,562.0,786.0,424.0,58.0,80.0,0.0,1348.0
2018-02-23,금,0.0,구름 조금,490.0,589.0,352.0,53.0,85.0,0.0,1079.0
2018-02-24,토,1.0,구름 많음,2125.0,1237.0,1810.0,65.0,250.0,36.0,3362.0
2018-02-25,일,1.0,맑음,4517.0,1622.0,3856.0,123.0,538.0,0.0,6139.0
2018-02-26,월,0.0,구름 조금,1417.0,835.0,1081.0,97.0,239.0,0.0,2252.0
2018-02-27,화,0.0,흐림,769.0,748.0,543.0,89.0,137.0,0.0,1517.0
2018-02-28,수,0.0,눈/비,168.0,458.0,123.0,8.0,37.0,0.0,626.0
2018-03-01,목,1.0,맑음,2320.0,970.0,1948.0,112.0,260.0,75.0,3290.0
2018-03-02,금,0.0,맑음,712.0,788.0,649.0,8.0,55.0,0.0,1500.0
2018-03-03,토,1.0,구름 많음,10711.0,3829.0,9307.0,224.0,1180.0,30.0,14540.0
2018-03-04,일,1.0,흐림,2268.0,1351.0,1926.0,78.0,264.0,0.0,3619.0
2018-03-05,월,0.0,구름 조금,546.0,503.0,536.0,2.0,8.0,0.0,1049.0
2018-03-06,화,0.0,구름 조금,739.0,1012.0,722.0,5.0,12.0,0.0,1751.0
2018-03-07,수,0.0,구름 많음,583.0,851.0,564.0,4.0,15.0,0.0,1434.0
2018-03-08,목,0.0,흐림,139.0,465.0,135.0,2.0,2.0,0.0,604.0
2018-03-09,금,0.0,구름 조금,495.0,871.0,472.0,5.0,18.0,30.0,1366.0
2018-03-10,토,1.0,구름 조금,7513.0,3210.0,6454.0,137.0,922.0,0.0,10723.0
2018-03-11,일,1.0,구름 조금,11235.0,3277.0,9619.0,231.0,1385.0,0.0,14512.0
2018-03-12,월,0.0,맑음,818.0,737.0,805.0,4.0,9.0,0.0,1555.0
2018-03-13,화,0.0,구름 조금,889.0,930.0,845.0,5.0,39.0,34.0,1819.0
2018-03-14,수,0.0,구름 조금,1872.0,1160.0,1775.0,43.0,54.0,30.0,3032.0
2018-03-15,목,0.0,눈/비,82.0,308.0,76.0,0.0,6.0,0.0,390.0
2018-03-16,금,0.0,맑음,1118.0,983.0,1073.0,13.0,32.0,0.0,2101.0
2018-03-17,토,1.0,구름 많음,17044.0,4667.0,14635.0,256.0,2153.0,87.0,21711.0
2018-03-18,일,1.0,흐림,8256.0,3084.0,6882.0,192.0,1182.0,0.0,11340.0
2018-03-19,월,0.0,구름 조금,295.0,490.0,282.0,1.0,12.0,0.0,785.0
2018-03-20,화,0.0,구름 많음,377.0,851.0,346.0,9.0,22.0,0.0,1228.0
2018-03-21,수,0.0,눈/비,1673.0,511.0,353.0,828.0,492.0,0.0,2184.0
2018-03-22,목,0.0,맑음,603.0,956.0,580.0,13.0,10.0,41.0,1559.0
2018-03-23,금,0.0,구름 조금,1002.0,920.0,901.0,49.0,52.0,68.0,1922.0
2018-03-24,토,1.0,구름 조금,6364.0,2054.0,5428.0,174.0,762.0,94.0,8418.0
2018-03-25,일,1.0,맑음,5576.0,1758.0,4723.0,216.0,637.0,0.0,7334.0
2018-03-26,월,0.0,맑음,621.0,606.0,576.0,15.0,30.0,0.0,1227.0
2018-03-27,화,0.0,구름 조금,560.0,737.0,497.0,21.0,42.0,0.0,1297.0
2018-03-28,수,0.0,구름 조금,964.0,866.0,838.0,82.0,44.0,69.0,1830.0
2018-03-29,목,0.0,구름 조금,725.0,863.0,671.0,18.0,36.0,69.0,1588.0
2018-03-30,금,0.0,맑음,2395.0,1275.0,1685.0,621.0,89.0,618.0,3670.0
2018-03-31,토,1.0,구름 조금,17894.0,6715.0,15235.0,257.0,2402.0,298.0,24609.0
2018-04-01,일,1.0,흐림,10899.0,4222.0,9247.0,197.0,1455.0,36.0,15121.0
2018-04-02,월,0.0,,1818.0,967.0,1697.0,13.0,108.0,30.0,2785.0
2018-04-03,화,0.0,,2140.0,1549.0,1861.0,103.0,176.0,271.0,3689.0
2018-04-04,수,0.0,,1585.0,990.0,1453.0,47.0,85.0,0.0,2575.0
2018-04-05,목,0.0,,559.0,433.0,145.0,408.0,6.0,394.0,992.0
2018-04-06,금,0.0,구름 많음,2933.0,987.0,1189.0,1549.0,195.0,1752.0,3920.0
2018-04-07,토,1.0,구름 많음,9469.0,3272.0,8279.0,223.0,967.0,181.0,12741.0
2018-04-08,일,1.0,흐림,9341.0,3342.0,7953.0,220.0,1168.0,0.0,12683.0
2018-04-09,월,0.0,구름 조금,3844.0,1931.0,2904.0,760.0,180.0,943.0,5775.0
2018-04-10,화,0.0,구름 많음,3726.0,3510.0,3045.0,531.0,150.0,1184.0,7236.0
2018-04-11,수,0.0,맑음,2229.0,1955.0,1887.0,288.0,54.0,385.0,4184.0
2018-04-12,목,0.0,맑음,4025.0,3239.0,3094.0,539.0,392.0,1460.0,7264.0
2018-04-13,금,0.0,구름 많음,5380.0,3314.0,4035.0,1119.0,226.0,1743.0,8694.0
2018-04-14,토,1.0,흐림,1075.0,1022.0,944.0,24.0,107.0,40.0,2097.0
2018-04-15,일,1.0,구름 조금,16642.0,4713.0,14214.0,318.0,2110.0,30.0,21355.0
2018-04-16,월,0.0,구름 조금,3299.0,2181.0,3110.0,21.0,168.0,376.0,5480.0
2018-04-17,화,0.0,맑음,2530.0,2634.0,2173.0,32.0,325.0,844.0,5164.0
2018-04-18,수,0.0,맑음,2826.0,2808.0,2083.0,89.0,654.0,1329.0,5634.0
2018-04-19,목,0.0,맑음,2455.0,2614.0,2150.0,117.0,188.0,1053.0,5069.0
2018-04-20,금,0.0,맑음,3459.0,1894.0,2759.0,100.0,600.0,1273.0,5353.0
2018-04-21,토,1.0,구름 조금,21602.0,11008.0,18559.0,329.0,2714.0,1076.0,32610.0
2018-04-22,일,1.0,눈/비,5932.0,1748.0,5156.0,56.0,720.0,974.0,7680.0
2018-04-23,월,0.0,눈/비,61.0,227.0,55.0,2.0,4.0,0.0,288.0
2018-04-24,화,0.0,구름 많음,1685.0,2655.0,1122.0,25.0,538.0,1538.0,4340.0
2018-04-25,수,0.0,맑음,4324.0,4309.0,2831.0,545.0,948.0,3560.0,8633.0
2018-04-26,목,0.0,구름 조금,10774.0,5059.0,3347.0,6138.0,1289.0,10674.0,15833.0
2018-04-27,금,0.0,맑음,10229.0,4121.0,9107.0,404.0,718.0,9758.0,14350.0
2018-04-28,토,1.0,맑음,17221.0,5743.0,14736.0,313.0,2172.0,858.0,22964.0
2018-04-29,일,1.0,구름 조금,22455.0,7319.0,19172.0,313.0,2970.0,681.0,29774.0
2018-04-30,월,0.0,구름 조금,4035.0,11066.0,3387.0,158.0,490.0,1485.0,15101.0
2018-05-01,화,0.0,흐림,16617.0,5667.0,13436.0,1974.0,1207.0,2092.0,22284.0
2018-05-02,수,0.0,눈/비,697.0,652.0,227.0,338.0,132.0,449.0,1349.0
2018-05-03,목,0.0,흐림,6490.0,2613.0,1251.0,1148.0,4091.0,6124.0,9103.0
2018-05-04,금,0.0,맑음,8372.0,3026.0,3297.0,4471.0,604.0,5642.0,11398.0
2018-05-05,토,1.0,맑음,29521.0,22789.0,28592.0,899.0,30.0,65.0,52310.0
2018-05-06,일,1.0,눈/비,2624.0,720.0,2109.0,162.0,353.0,125.0,3344.0
2018-05-07,월,1.0,구름 많음,24639.0,8182.0,20266.0,900.0,3473.0,30.0,32821.0
2018-05-08,화,0.0,,3600.0,2128.0,2370.0,895.0,335.0,1051.0,5728.0
2018-05-09,수,0.0,,2938.0,2954.0,2360.0,160.0,418.0,1677.0,5892.0
2018-05-10,목,0.0,,3138.0,3624.0,2028.0,433.0,677.0,2421.0,6762.0
2018-05-11,금,0.0,구름 많음,6050.0,3785.0,2408.0,2943.0,699.0,5003.0,9835.0
2018-05-12,토,1.0,눈/비,801.0,544.0,739.0,11.0,51.0,269.0,1345.0
2018-05-13,일,1.0,구름 조금,17365.0,5766.0,14802.0,484.0,2079.0,503.0,23131.0
2018-05-14,월,0.0,맑음,2153.0,1949.0,1755.0,219.0,179.0,905.0,4102.0
2018-05-15,화,0.0,구름 많음,2476.0,2349.0,1494.0,829.0,153.0,1526.0,4825.0
2018-05-16,수,0.0,눈/비,222.0,674.0,107.0,37.0,78.0,373.0,896.0
2018-05-17,목,0.0,눈/비,830.0,479.0,211.0,583.0,36.0,752.0,1309.0
2018-05-18,금,0.0,흐림,4252.0,1240.0,813.0,3092.0,347.0,3607.0,5492.0
2018-05-19,토,1.0,맑음,24047.0,9608.0,20837.0,380.0,2830.0,396.0,33655.0
2018-05-20,일,1.0,구름 많음,23579.0,6870.0,19838.0,555.0,3186.0,378.0,30449.0
2018-05-21,월,0.0,구름 조금,13403.0,5895.0,10464.0,677.0,2262.0,735.0,19298.0
2018-05-22,화,1.0,흐림,21239.0,7256.0,17400.0,600.0,3239.0,652.0,28495.0
2018-05-23,수,0.0,맑음,2802.0,3500.0,2446.0,97.0,259.0,1417.0,6302.0
2018-05-24,목,0.0,맑음,2706.0,3681.0,2224.0,426.0,56.0,1370.0,6387.0
2018-05-25,금,0.0,구름 많음,5120.0,3337.0,2893.0,1923.0,304.0,2676.0,8457.0
2018-05-26,토,1.0,맑음,20847.0,6858.0,18389.0,582.0,1876.0,1664.0,27705.0
2018-05-27,일,1.0,구름 많음,24339.0,7905.0,21527.0,555.0,2257.0,324.0,32244.0
2018-05-28,월,0.0,구름 조금,23912.0,3293.0,11939.0,10369.0,1604.0,10733.0,27205.0
2018-05-29,화,0.0,구름 많음,3637.0,5104.0,3490.0,18.0,129.0,1690.0,8741.0
2018-05-30,수,0.0,구름 많음,4129.0,3174.0,3939.0,134.0,56.0,742.0,7303.0
2018-05-31,목,0.0,맑음,5134.0,21142.0,4562.0,468.0,104.0,1609.0,26276.0
2018-06-01,금,0.0,맑음,6257.0,3712.0,4046.0,1997.0,214.0,3118.0,9969.0
2018-06-02,토,1.0,맑음,20225.0,6116.0,18090.0,368.0,1767.0,431.0,26341.0
2018-06-03,일,1.0,맑음,20260.0,5548.0,18092.0,384.0,1784.0,93.0,25808.0
2018-06-04,월,0.0,구름 많음,3232.0,2690.0,3079.0,44.0,109.0,283.0,5922.0
2018-06-05,화,0.0,구름 조금,4678.0,4349.0,3209.0,1276.0,193.0,2802.0,9027.0
2018-06-06,수,1.0,맑음,22109.0,7835.0,19205.0,668.0,2236.0,338.0,29944.0
2018-06-07,목,0.0,구름 조금,3102.0,3069.0,2504.0,512.0,86.0,1315.0,6171.0
2018-06-08,금,0.0,구름 조금,3315.0,3842.0,2902.0,254.0,159.0,1173.0,7157.0
2018-06-09,토,1.0,흐림,13365.0,4671.0,11826.0,373.0,1166.0,355.0,18036.0
2018-06-10,일,1.0,흐림,15026.0,4302.0,13255.0,217.0,1554.0,89.0,19328.0
2018-06-11,월,0.0,구름 많음,1828.0,1798.0,1669.0,68.0,91.0,449.0,3626.0
2018-06-12,화,0.0,구름 조금,2997.0,2550.0,1920.0,841.0,236.0,1548.0,5547.0
2018-06-13,수,1.0,구름 많음,13317.0,4680.0,11569.0,282.0,1466.0,0.0,17997.0
2018-06-14,목,0.0,눈/비,962.0,804.0,911.0,13.0,38.0,62.0,1766.0
2018-06-15,금,0.0,구름 조금,2311.0,2051.0,1710.0,424.0,177.0,1053.0,4362.0
2018-06-16,토,1.0,구름 조금,11555.0,3652.0,10154.0,181.0,1220.0,70.0,15207.0
2018-06-17,일,1.0,구름 많음,9181.0,3073.0,7963.0,162.0,1056.0,30.0,12254.0
2018-06-18,월,0.0,맑음,1166.0,1266.0,1085.0,20.0,61.0,192.0,2432.0
2018-06-19,화,0.0,구름 많음,2110.0,1671.0,1078.0,20.0,1012.0,1222.0,3781.0
2018-06-20,수,0.0,구름 조금,1514.0,1698.0,1297.0,98.0,119.0,753.0,3212.0
2018-06-21,목,0.0,맑음,1225.0,1668.0,1173.0,21.0,31.0,455.0,2893.0
2018-06-22,금,0.0,구름 조금,14422.0,1600.0,1950.0,11576.0,896.0,13462.0,16022.0
2018-06-23,토,1.0,구름 많음,6410.0,2435.0,5704.0,82.0,624.0,61.0,8845.0
2018-06-24,일,1.0,맑음,4906.0,1647.0,4335.0,76.0,495.0,30.0,6553.0
2018-06-25,월,0.0,구름 많음,1180.0,1104.0,1116.0,20.0,44.0,170.0,2284.0
2018-06-26,화,0.0,눈/비,13560.0,206.0,11753.0,769.0,1038.0,12927.0,13766.0
2018-06-27,수,0.0,구름 많음,944.0,1042.0,872.0,15.0,57.0,72.0,1986.0
2018-06-28,목,0.0,구름 많음,764.0,1205.0,703.0,14.0,47.0,254.0,1969.0
2018-06-29,금,0.0,구름 많음,7072.0,1028.0,1013.0,5884.0,175.0,6067.0,8100.0
2018-06-30,토,1.0,눈/비,1998.0,1606.0,1709.0,61.0,228.0,30.0,3604.0
2018-07-01,일,1.0,눈/비,114.0,297.0,98.0,2.0,14.0,0.0,411.0
2018-07-02,월,0.0,눈/비,105.0,229.0,101.0,1.0,3.0,0.0,334.0
2018-07-03,화,0.0,구름 많음,826.0,951.0,747.0,32.0,47.0,73.0,1777.0
2018-07-04,수,0.0,구름 많음,679.0,889.0,620.0,24.0,35.0,36.0,1568.0
2018-07-05,목,0.0,눈/비,556.0,727.0,494.0,35.0,27.0,0.0,1283.0
2018-07-06,금,0.0,구름 많음,1221.0,1197.0,1072.0,58.0,91.0,132.0,2418.0
2018-07-07,토,1.0,구름 많음,8313.0,2866.0,7308.0,165.0,840.0,99.0,11179.0
2018-07-08,일,1.0,흐림,9309.0,2898.0,8061.0,191.0,1057.0,35.0,12207.0
2018-07-09,월,0.0,눈/비,183.0,391.0,164.0,5.0,14.0,0.0,574.0
2018-07-10,화,0.0,흐림,772.0,842.0,659.0,66.0,47.0,63.0,1614.0
2018-07-11,수,0.0,구름 많음,680.0,727.0,589.0,36.0,55.0,31.0,1407.0
2018-07-12,목,0.0,구름 조금,1665.0,852.0,1138.0,38.0,489.0,925.0,2517.0
2018-07-13,금,0.0,구름 많음,664.0,692.0,570.0,52.0,42.0,84.0,1356.0
2018-07-14,토,1.0,구름 조금,2638.0,1280.0,2269.0,91.0,278.0,0.0,3918.0
2018-07-15,일,1.0,구름 조금,2003.0,1028.0,1692.0,121.0,190.0,67.0,3031.0
2018-07-16,월,0.0,맑음,364.0,488.0,330.0,7.0,27.0,0.0,852.0
2018-07-17,화,0.0,맑음,565.0,574.0,309.0,226.0,30.0,213.0,1139.0
2018-07-18,수,0.0,맑음,14145.0,552.0,10322.0,3296.0,527.0,10866.0,14697.0
2018-07-19,목,0.0,맑음,346.0,553.0,275.0,42.0,29.0,0.0,899.0
2018-07-20,금,0.0,맑음,375.0,381.0,237.0,100.0,38.0,63.0,756.0
2018-07-21,토,1.0,맑음,747.0,790.0,660.0,27.0,60.0,32.0,1537.0
2018-07-22,일,1.0,구름 조금,690.0,538.0,597.0,37.0,56.0,0.0,1228.0
2018-07-23,월,0.0,,295.0,310.0,226.0,32.0,37.0,0.0,605.0
2018-07-24,화,0.0,,247.0,269.0,168.0,56.0,23.0,33.0,516.0
2018-07-25,수,0.0,,268.0,383.0,187.0,59.0,22.0,30.0,651.0
2018-07-26,목,0.0,,340.0,372.0,257.0,41.0,42.0,0.0,712.0
2018-07-27,금,0.0,구름 많음,1438.0,392.0,220.0,1181.0,37.0,1157.0,1830.0
2018-07-28,토,1.0,눈/비,703.0,707.0,602.0,21.0,80.0,70.0,1410.0
2018-07-29,일,1.0,구름 조금,1157.0,463.0,983.0,46.0,128.0,0.0,1620.0
2018-07-30,월,0.0,구름 많음,581.0,356.0,478.0,46.0,57.0,0.0,937.0
2018-07-31,화,0.0,구름 조금,507.0,813.0,399.0,45.0,63.0,0.0,1320.0
2018-08-01,수,0.0,맑음,319.0,288.0,253.0,30.0,34.0,0.0,607.0
2018-08-02,목,0.0,구름 조금,424.0,368.0,346.0,39.0,39.0,0.0,792.0
2018-08-03,금,0.0,구름 조금,524.0,177.0,474.0,22.0,28.0,0.0,701.0
2018-08-04,토,1.0,구름 조금,975.0,583.0,837.0,35.0,103.0,0.0,1558.0
2018-08-05,일,1.0,구름 많음,1088.0,602.0,930.0,38.0,120.0,0.0,1690.0
2018-08-06,월,0.0,구름 많음,497.0,318.0,399.0,29.0,69.0,0.0,815.0
2018-08-07,화,0.0,구름 많음,459.0,357.0,329.0,48.0,82.0,0.0,816.0
2018-08-08,수,0.0,구름 많음,420.0,300.0,288.0,67.0,65.0,47.0,720.0
2018-08-09,목,0.0,눈/비,676.0,396.0,329.0,61.0,286.0,258.0,1072.0
2018-08-10,금,0.0,눈/비,432.0,293.0,315.0,51.0,66.0,0.0,725.0
2018-08-11,토,1.0,구름 조금,1421.0,649.0,1212.0,50.0,159.0,0.0,2070.0
2018-08-12,일,1.0,구름 많음,2409.0,698.0,2133.0,95.0,181.0,710.0,3107.0
2018-08-13,월,0.0,구름 많음,532.0,333.0,385.0,34.0,113.0,30.0,865.0
2018-08-14,화,0.0,구름 많음,599.0,344.0,283.0,264.0,52.0,33.0,943.0
2018-08-15,수,1.0,구름 많음,1227.0,563.0,1006.0,66.0,155.0,0.0,1790.0
2018-08-16,목,0.0,구름 조금,383.0,372.0,292.0,17.0,74.0,0.0,755.0
2018-08-17,금,0.0,맑음,1149.0,541.0,668.0,379.0,102.0,361.0,1690.0
2018-08-18,토,1.0,구름 조금,5675.0,2181.0,4947.0,110.0,618.0,31.0,7856.0
2018-08-19,일,1.0,구름 많음,5613.0,1707.0,4939.0,109.0,565.0,0.0,7320.0
2018-08-20,월,0.0,구름 많음,794.0,521.0,657.0,27.0,110.0,0.0,1315.0
2018-08-21,화,0.0,구름 많음,653.0,532.0,537.0,23.0,93.0,0.0,1185.0
2018-08-22,수,0.0,구름 조금,1020.0,481.0,704.0,15.0,301.0,432.0,1501.0
2018-08-23,목,0.0,눈/비,227.0,293.0,202.0,2.0,23.0,0.0,520.0
2018-08-24,금,0.0,눈/비,257.0,223.0,212.0,11.0,34.0,0.0,480.0
2018-08-25,토,1.0,구름 많음,7588.0,2670.0,6644.0,114.0,830.0,37.0,10258.0
2018-08-26,일,1.0,눈/비,3683.0,1743.0,3161.0,64.0,458.0,0.0,5426.0
2018-08-27,월,0.0,눈/비,238.0,311.0,218.0,5.0,15.0,0.0,549.0
2018-08-28,화,0.0,눈/비,86.0,558.0,75.0,5.0,6.0,61.0,644.0
2018-08-29,수,0.0,눈/비,3963.0,379.0,3408.0,215.0,340.0,3713.0,4342.0
2018-08-30,목,0.0,구름 많음,561.0,505.0,518.0,5.0,38.0,0.0,1066.0
2018-08-31,금,0.0,구름 많음,1251.0,1122.0,1114.0,58.0,79.0,38.0,2373.0
2018-09-01,토,1.0,구름 조금,10306.0,4876.0,8969.0,132.0,1205.0,31.0,15182.0
2018-09-02,일,1.0,구름 많음,12283.0,3258.0,10619.0,177.0,1487.0,0.0,15541.0
2018-09-03,월,0.0,눈/비,183.0,501.0,173.0,1.0,9.0,51.0,684.0
2018-09-04,화,0.0,구름 조금,1122.0,1089.0,1013.0,16.0,93.0,151.0,2211.0
2018-09-05,수,0.0,맑음,1716.0,1194.0,1308.0,360.0,48.0,352.0,2910.0
2018-09-06,목,0.0,구름 많음,1221.0,1162.0,1143.0,10.0,68.0,140.0,2383.0
2018-09-07,금,0.0,구름 조금,2068.0,1402.0,1469.0,537.0,62.0,825.0,3470.0
2018-09-08,토,1.0,맑음,17054.0,5049.0,14447.0,190.0,2417.0,965.0,22103.0
2018-09-09,일,1.0,구름 조금,16753.0,6449.0,14333.0,222.0,2198.0,44.0,23202.0
2018-09-10,월,0.0,구름 조금,2233.0,1096.0,1567.0,450.0,216.0,662.0,3329.0
2018-09-11,화,0.0,구름 많음,1636.0,1910.0,1443.0,19.0,174.0,536.0,3546.0
2018-09-12,수,0.0,구름 조금,1670.0,1362.0,1315.0,5.0,350.0,500.0,3032.0
2018-09-13,목,0.0,구름 많음,1420.0,1762.0,1366.0,9.0,45.0,321.0,3182.0
2018-09-14,금,0.0,흐림,1480.0,1631.0,1189.0,108.0,183.0,793.0,3111.0
2018-09-15,토,1.0,흐림,7084.0,3602.0,6047.0,156.0,881.0,995.0,10686.0
2018-09-16,일,1.0,흐림,6738.0,2310.0,5751.0,156.0,831.0,121.0,9048.0
2018-09-17,월,0.0,맑음,1667.0,1344.0,1593.0,11.0,63.0,69.0,3011.0
2018-09-18,화,0.0,구름 많음,1739.0,1571.0,1299.0,12.0,428.0,654.0,3310.0
2018-09-19,수,0.0,구름 많음,5846.0,1487.0,4747.0,329.0,770.0,5044.0,7333.0
2018-09-20,목,0.0,흐림,1175.0,521.0,449.0,1.0,725.0,1028.0,1696.0
2018-09-21,금,0.0,흐림,327.0,414.0,296.0,12.0,19.0,30.0,741.0
2018-09-22,토,1.0,맑음,10785.0,3516.0,9398.0,193.0,1194.0,0.0,14301.0
2018-09-23,일,1.0,구름 많음,10061.0,3004.0,8765.0,201.0,1095.0,0.0,13065.0
2018-09-24,월,1.0,맑음,15565.0,4096.0,13551.0,413.0,1601.0,32.0,19661.0
2018-09-25,화,1.0,맑음,23063.0,6495.0,19727.0,475.0,2861.0,0.0,29558.0
2018-09-26,수,1.0,구름 조금,15663.0,5468.0,13346.0,308.0,2009.0,38.0,21131.0
2018-09-27,목,0.0,,3363.0,1790.0,2444.0,429.0,490.0,731.0,5153.0
2018-09-28,금,0.0,,3631.0,2279.0,1901.0,158.0,1572.0,2060.0,5910.0
2018-09-29,토,1.0,,15592.0,6697.0,13378.0,199.0,2015.0,256.0,22289.0
2018-09-30,일,1.0,,15058.0,4810.0,12985.0,175.0,1898.0,306.0,19868.0
2018-10-01,월,0.0,구름 많음,1518.0,1689.0,1364.0,20.0,134.0,593.0,3207.0
2018-10-02,화,0.0,맑음,2028.0,2835.0,1680.0,138.0,210.0,1321.0,4863.0
2018-10-03,수,1.0,맑음,20659.0,6790.0,17506.0,245.0,2908.0,138.0,27449.0
2018-10-04,목,0.0,구름 조금,1860.0,2299.0,1614.0,17.0,229.0,883.0,4159.0
2018-10-05,금,0.0,눈/비,935.0,491.0,273.0,444.0,218.0,914.0,1426.0
2018-10-06,토,1.0,눈/비,913.0,442.0,800.0,24.0,89.0,55.0,1355.0
2018-10-07,일,1.0,구름 조금,16157.0,5903.0,13477.0,301.0,2379.0,66.0,22060.0
2018-10-08,월,0.0,구름 조금,7914.0,3697.0,5534.0,731.0,1649.0,1062.0,11611.0
2018-10-09,화,1.0,구름 많음,19382.0,8132.0,16005.0,388.0,2989.0,320.0,27514.0
2018-10-10,수,0.0,구름 조금,1752.0,1632.0,1021.0,542.0,189.0,1019.0,3384.0
2018-10-11,목,0.0,구름 조금,2264.0,2807.0,1541.0,229.0,494.0,2031.0,5071.0
2018-10-12,금,0.0,맑음,4783.0,3512.0,1819.0,2194.0,770.0,3996.0,8295.0
2018-10-13,토,1.0,맑음,12039.0,4602.0,10338.0,209.0,1492.0,1106.0,16641.0
2018-10-14,일,1.0,구름 많음,13028.0,4734.0,10960.0,237.0,1831.0,52.0,17762.0
2018-10-15,월,0.0,맑음,6105.0,1475.0,3839.0,250.0,2016.0,4767.0,7580.0
2018-10-16,화,0.0,구름 많음,2597.0,2264.0,1311.0,709.0,577.0,1588.0,4861.0
2018-10-17,수,0.0,맑음,2754.0,3149.0,1687.0,222.0,845.0,1778.0,5903.0
2018-10-18,목,0.0,눈/비,2686.0,2460.0,1799.0,123.0,764.0,1359.0,5146.0
2018-10-19,금,0.0,,8266.0,3119.0,4349.0,2925.0,992.0,4282.0,11385.0
2018-10-20,토,1.0,,16658.0,5857.0,14068.0,305.0,2285.0,2527.0,22515.0
2018-10-21,일,1.0,,15861.0,5505.0,13338.0,361.0,2162.0,118.0,21366.0
2018-10-22,월,0.0,,2265.0,2190.0,2041.0,128.0,96.0,331.0,4455.0
2018-10-23,화,0.0,눈/비,1350.0,1055.0,733.0,214.0,403.0,692.0,2405.0
2018-10-24,수,0.0,맑음,2693.0,2547.0,2077.0,32.0,584.0,1102.0,5240.0
2018-10-25,목,0.0,구름 조금,3396.0,3266.0,2549.0,202.0,645.0,1475.0,6662.0
2018-10-26,금,0.0,눈/비,13684.0,602.0,10467.0,1122.0,2095.0,13007.0,14286.0
2018-10-27,토,1.0,구름 많음,14941.0,6620.0,11443.0,402.0,3096.0,7691.0,21561.0
2018-10-28,일,1.0,눈/비,3568.0,1348.0,3067.0,118.0,383.0,0.0,4916.0
2018-10-29,월,0.0,구름 많음,1550.0,1792.0,1405.0,39.0,106.0,690.0,3342.0
2018-10-30,화,0.0,구름 조금,1727.0,2059.0,1351.0,27.0,349.0,761.0,3786.0
2018-10-31,수,0.0,맑음,3799.0,1931.0,1303.0,2282.0,214.0,1041.0,5730.0
2018-11-01,목,0.0,맑음,1581.0,2342.0,1323.0,60.0,198.0,890.0,3923.0
2018-11-02,금,0.0,맑음,3208.0,1944.0,2486.0,320.0,402.0,1250.0,5152.0
2018-11-03,토,1.0,맑음,11573.0,5053.0,9817.0,231.0,1525.0,436.0,16626.0
2018-11-04,일,1.0,구름 조금,12125.0,3778.0,10223.0,307.0,1595.0,195.0,15903.0
2018-11-05,월,0.0,구름 조금,1342.0,1438.0,1267.0,12.0,63.0,30.0,2780.0
2018-11-06,화,0.0,구름 많음,838.0,1270.0,689.0,48.0,101.0,136.0,2108.0
2018-11-07,수,0.0,흐림,558.0,763.0,495.0,3.0,60.0,226.0,1321.0
2018-11-08,목,0.0,눈/비,249.0,327.0,106.0,140.0,3.0,205.0,576.0
2018-11-09,금,0.0,구름 조금,1727.0,1195.0,916.0,525.0,286.0,880.0,2922.0
2018-11-10,토,1.0,맑음,4053.0,2180.0,3376.0,132.0,545.0,288.0,6233.0
2018-11-11,일,1.0,눈/비,3750.0,1454.0,3061.0,236.0,453.0,677.0,5204.0
