날짜,요일,공휴일,날씨,유료합계,무료합계,어른,청소년,어린이,단체,총계
2018-11-12,월,0.0,맑음,1129.0,1187.0,981.0,15.0,133.0,86.0,2316.0
2018-11-13,화,0.0,맑음,896.0,1348.0,844.0,9.0,43.0,30.0,2244.0
2018-11-14,수,0.0,맑음,970.0,1249.0,859.0,75.0,36.0,50.0,2219.0
2018-11-15,목,0.0,구름 많음,971.0,940.0,758.0,144.0,69.0,81.0,1911.0
2018-11-16,금,0.0,구름 많음,750.0,876.0,674.0,44.0,32.0,151.0,1626.0
2018-11-17,토,1.0,구름 많음,4722.0,1937.0,4052.0,117.0,553.0,137.0,6659.0
2018-11-18,일,1.0,구름 많음,4689.0,1715.0,4023.0,111.0,555.0,0.0,6404.0
2018-11-19,월,0.0,구름 조금,584.0,799.0,544.0,14.0,26.0,73.0,1383.0
2018-11-20,화,0.0,맑음,508.0,919.0,480.0,8.0,20.0,0.0,1427.0
2018-11-21,수,0.0,눈/비,315.0,578.0,277.0,32.0,6.0,151.0,893.0
2018-11-22,목,0.0,맑음,4251.0,713.0,553.0,25.0,3673.0,3809.0,4964.0
2018-11-23,금,0.0,맑음,466.0,742.0,396.0,37.0,33.0,0.0,1208.0
2018-11-24,토,1.0,구름 많음,700.0,704.0,625.0,14.0,61.0,0.0,1404.0
2018-11-25,일,1.0,구름 조금,2318.0,1381.0,1996.0,70.0,252.0,67.0,3699.0
2018-11-26,월,0.0,맑음,439.0,730.0,411.0,12.0,16.0,0.0,1169.0
2018-11-27,화,0.0,구름 많음,297.0,626.0,223.0,65.0,9.0,33.0,923.0
2018-11-28,수,0.0,구름 조금,241.0,654.0,206.0,23.0,12.0,32.0,895.0
2018-11-29,목,0.0,구름 많음,7705.0,767.0,7646.0,18.0,41.0,7527.0,8472.0
2018-11-30,금,0.0,구름 조금,398.0,589.0,311.0,42.0,45.0,30.0,987.0
2018-12-01,토,1.0,맑음,2440.0,1565.0,2106.0,35.0,299.0,28.0,4005.0
2018-12-02,일,1.0,흐림,2221.0,1160.0,1851.0,80.0,290.0,0.0,3381.0
2018-12-03,월,0.0,흐림,55.0,301.0,44.0,10.0,1.0,0.0,356.0
2018-12-04,화,0.0,구름 많음,144.0,466.0,116.0,23.0,5.0,0.0,610.0
2018-12-05,수,0.0,구름 많음,213.0,602.0,150.0,7.0,56.0,43.0,815.0
2018-12-06,목,0.0,구름 많음,185.0,693.0,161.0,18.0,6.0,0.0,878.0
2018-12-07,금,0.0,구름 조금,130.0,310.0,81.0,29.0,20.0,0.0,440.0
2018-12-08,토,1.0,구름 조금,323.0,484.0,200.0,14.0,109.0,79.0,807.0
2018-12-09,일,1.0,구름 조금,263.0,545.0,227.0,18.0,18.0,0.0,808.0
2018-12-10,월,0.0,맑음,125.0,428.0,102.0,17.0,6.0,0.0,553.0
2018-12-11,화,0.0,흐림,326.0,671.0,64.0,248.0,14.0,0.0,997.0
2018-12-12,수,0.0,맑음,1552.0,537.0,959.0,156.0,437.0,121.0,2089.0
2018-12-13,목,0.0,구름 조금,464.0,390.0,82.0,373.0,9.0,359.0,854.0
2018-12-14,금,0.0,맑음,96.0,360.0,80.0,12.0,4.0,0.0,456.0
2018-12-15,토,1.0,구름 조금,594.0,787.0,465.0,66.0,63.0,0.0,1381.0
2018-12-16,일,1.0,흐림,429.0,705.0,359.0,18.0,52.0,0.0,1134.0
2018-12-17,월,0.0,맑음,159.0,497.0,148.0,4.0,7.0,0.0,656.0
2018-12-18,화,0.0,구름 조금,177.0,684.0,143.0,24.0,10.0,0.0,861.0
2018-12-19,수,0.0,구름 조금,207.0,602.0,173.0,29.0,5.0,36.0,809.0
2018-12-20,목,0.0,구름 조금,269.0,607.0,202.0,55.0,12.0,0.0,876.0
2018-12-21,금,0.0,구름 많음,1102.0,528.0,162.0,932.0,8.0,0.0,1630.0
2018-12-22,토,1.0,구름 조금,972.0,1010.0,816.0,80.0,76.0,41.0,1982.0
2018-12-23,일,1.0,맑음,1638.0,1310.0,1422.0,52.0,164.0,32.0,2948.0
2018-12-24,월,0.0,맑음,499.0,483.0,451.0,18.0,30.0,0.0,982.0
2018-12-25,화,1.0,흐림,1709.0,693.0,1427.0,165.0,117.0,0.0,2402.0
2018-12-26,수,0.0,구름 조금,250.0,502.0,223.0,10.0,17.0,0.0,752.0
2018-12-27,목,0.0,맑음,3498.0,445.0,2960.0,33.0,505.0,3422.0,3943.0
2018-12-28,금,0.0,맑음,70.0,287.0,59.0,7.0,4.0,0.0,357.0
2018-12-29,토,1.0,맑음,238.0,496.0,198.0,13.0,27.0,0.0,734.0
2018-12-30,일,1.0,맑음,449.0,466.0,371.0,21.0,57.0,0.0,915.0
2018-12-31,월,0.0,맑음,390.0,444.0,343.0,22.0,25.0,0.0,834.0
2019-01-01,화,0.0,구름 조금,919.0,605.0,776.0,48.0,95.0,0.0,1524.0
2019-01-02,수,0.0,맑음,175.0,459.0,147.0,14.0,14.0,0.0,634.0
2019-01-03,목,0.0,맑음,182.0,595.0,153.0,8.0,21.0,0.0,777.0
2019-01-04,금,0.0,구름 많음,181.0,509.0,144.0,14.0,23.0,0.0,690.0
2019-01-05,토,1.0,,740.0,861.0,621.0,32.0,87.0,0.0,1601.0
2019-01-06,일,1.0,,1013.0,1044.0,842.0,34.0,137.0,0.0,2057.0
2019-01-07,월,0.0,,213.0,560.0,158.0,8.0,47.0,0.0,773.0
2019-01-08,화,0.0,,152.0,652.0,125.0,12.0,15.0,0.0,804.0
2019-01-09,수,0.0,구름 많음,100.0,429.0,82.0,10.0,8.0,0.0,529.0
2019-01-10,목,0.0,구름 많음,203.0,636.0,159.0,19.0,25.0,31.0,839.0
2019-01-11,금,0.0,,248.0,566.0,198.0,26.0,24.0,0.0,814.0
2019-01-12,토,1.0,맑음,839.0,1016.0,713.0,42.0,84.0,30.0,1855.0
2019-01-13,일,1.0,,887.0,793.0,763.0,31.0,93.0,30.0,1680.0
2019-01-14,월,0.0,,112.0,321.0,93.0,11.0,8.0,0.0,433.0
2019-01-15,화,0.0,,119.0,374.0,94.0,11.0,14.0,0.0,493.0
2019-01-16,수,0.0,맑음,169.0,505.0,141.0,11.0,17.0,0.0,674.0
2019-01-17,목,0.0,맑음,544.0,676.0,366.0,18.0,160.0,301.0,1220.0
2019-01-18,금,0.0,맑음,238.0,572.0,180.0,20.0,38.0,0.0,810.0
2019-01-19,토,1.0,흐림,886.0,852.0,737.0,36.0,113.0,0.0,1738.0
2019-01-20,일,1.0,맑음,1139.0,925.0,970.0,28.0,141.0,0.0,2064.0
2019-01-21,월,0.0,구름 조금,214.0,517.0,147.0,24.0,43.0,0.0,731.0
2019-01-22,화,0.0,구름 조금,300.0,688.0,257.0,17.0,26.0,38.0,988.0
2019-01-23,수,0.0,맑음,213.0,543.0,172.0,11.0,30.0,0.0,756.0
2019-01-24,목,0.0,구름 조금,290.0,720.0,231.0,12.0,47.0,0.0,1010.0
2019-01-25,금,0.0,,256.0,626.0,198.0,25.0,33.0,0.0,882.0
2019-01-26,토,1.0,,885.0,1138.0,736.0,35.0,114.0,73.0,2023.0
2019-01-27,일,1.0,,1400.0,991.0,1197.0,42.0,161.0,0.0,2391.0
2019-01-28,월,0.0,,223.0,480.0,191.0,12.0,20.0,0.0,703.0
2019-01-29,화,0.0,구름 조금,313.0,625.0,267.0,20.0,26.0,0.0,938.0
2019-01-30,수,0.0,구름 많음,215.0,501.0,173.0,24.0,18.0,0.0,716.0
2019-01-31,목,0.0,구름 많음,1089.0,535.0,888.0,29.0,172.0,934.0,1624.0
2019-02-01,금,0.0,맑음,168.0,458.0,137.0,15.0,16.0,0.0,626.0
2019-02-02,토,1.0,구름 많음,780.0,850.0,678.0,24.0,78.0,32.0,1630.0
2019-02-03,일,1.0,눈/비,148.0,257.0,129.0,6.0,13.0,30.0,405.0
2019-02-04,월,1.0,,1883.0,667.0,1631.0,59.0,193.0,0.0,2550.0
2019-02-05,화,1.0,,3064.0,791.0,2619.0,101.0,344.0,30.0,3855.0
2019-02-06,수,1.0,,2453.0,1593.0,2057.0,98.0,298.0,0.0,4046.0
2019-02-07,목,0.0,구름 조금,433.0,563.0,338.0,13.0,82.0,0.0,996.0
2019-02-08,금,0.0,,395.0,376.0,143.0,203.0,49.0,192.0,771.0
2019-02-09,토,1.0,맑음,910.0,861.0,745.0,40.0,125.0,63.0,1771.0
2019-02-10,일,1.0,구름 많음,849.0,803.0,702.0,54.0,93.0,0.0,1652.0
2019-02-11,월,0.0,맑음,231.0,501.0,183.0,18.0,30.0,0.0,732.0
2019-02-12,화,0.0,구름 조금,270.0,771.0,221.0,23.0,26.0,0.0,1041.0
2019-02-13,수,0.0,맑음,254.0,663.0,199.0,22.0,33.0,0.0,917.0
2019-02-14,목,0.0,구름 많음,706.0,584.0,448.0,33.0,225.0,0.0,1290.0
2019-02-15,금,0.0,흐림,130.0,457.0,109.0,11.0,10.0,0.0,587.0
2019-02-16,토,1.0,맑음,987.0,902.0,810.0,47.0,130.0,0.0,1889.0
2019-02-17,일,1.0,맑음,1788.0,1046.0,1507.0,44.0,237.0,0.0,2834.0
2019-02-18,월,0.0,,520.0,564.0,394.0,42.0,84.0,0.0,1084.0
2019-02-19,화,0.0,,106.0,408.0,80.0,10.0,16.0,0.0,514.0
2019-02-20,수,0.0,,250.0,582.0,194.0,27.0,29.0,0.0,832.0
2019-02-21,목,0.0,맑음,374.0,624.0,288.0,33.0,53.0,0.0,998.0
2019-02-22,금,0.0,구름 많음,373.0,632.0,302.0,35.0,36.0,0.0,1005.0
2019-02-23,토,1.0,맑음,2638.0,1448.0,2259.0,88.0,291.0,2.0,4086.0
2019-02-24,일,1.0,,5261.0,2205.0,4393.0,165.0,703.0,0.0,7466.0
2019-02-25,월,0.0,,750.0,678.0,580.0,46.0,124.0,35.0,1428.0
2019-02-26,화,0.0,,1273.0,1012.0,1002.0,67.0,204.0,0.0,2285.0
2019-02-27,수,0.0,구름 많음,1716.0,879.0,1283.0,63.0,370.0,529.0,2595.0
2019-02-28,목,0.0,구름 조금,1210.0,925.0,919.0,81.0,210.0,0.0,2135.0
2019-03-01,금,1.0,,4730.0,1534.0,3868.0,206.0,656.0,107.0,6264.0
2019-03-02,토,1.0,,4064.0,1427.0,3358.0,156.0,550.0,0.0,5491.0
2019-03-03,일,1.0,,3160.0,1233.0,2703.0,135.0,322.0,0.0,4393.0
2019-03-04,월,0.0,,356.0,466.0,338.0,9.0,9.0,0.0,822.0
2019-03-05,화,0.0,구름 많음,213.0,436.0,208.0,2.0,3.0,0.0,649.0
2019-03-06,수,0.0,구름 많음,130.0,383.0,127.0,0.0,3.0,0.0,513.0
2019-03-07,목,0.0,,516.0,680.0,505.0,4.0,7.0,0.0,1196.0
2019-03-08,금,0.0,,792.0,830.0,764.0,2.0,26.0,0.0,1622.0
2019-03-09,토,1.0,,12602.0,5231.0,11023.0,157.0,1422.0,74.0,17833.0
2019-03-10,일,1.0,,6387.0,2867.0,5512.0,86.0,789.0,0.0,9254.0
2019-03-11,월,0.0,,420.0,605.0,399.0,8.0,13.0,0.0,1025.0
2019-03-12,화,0.0,,741.0,585.0,462.0,0.0,279.0,603.0,1326.0
2019-03-13,수,0.0,,361.0,703.0,347.0,5.0,9.0,33.0,1064.0
2019-03-14,목,0.0,,492.0,859.0,469.0,2.0,21.0,0.0,1351.0
2019-03-15,금,0.0,눈/비,397.0,566.0,296.0,1.0,100.0,128.0,963.0
2019-03-16,토,1.0,구름 많음,5645.0,3077.0,4774.0,81.0,790.0,98.0,8722.0
2019-03-17,일,1.0,,12169.0,3549.0,10313.0,199.0,1657.0,30.0,15718.0
2019-03-18,월,0.0,,1055.0,890.0,1019.0,5.0,31.0,0.0,1945.0
2019-03-19,화,0.0,,973.0,1104.0,939.0,4.0,30.0,31.0,2077.0
2019-03-20,수,0.0,흐림,253.0,506.0,212.0,34.0,7.0,0.0,759.0
2019-03-21,목,0.0,구름 많음,446.0,698.0,373.0,1.0,72.0,60.0,1144.0
2019-03-22,금,0.0,맑음,668.0,809.0,634.0,11.0,23.0,0.0,1477.0
2019-03-23,토,1.0,눈/비,2097.0,1465.0,1760.0,44.0,293.0,0.0,3562.0
2019-03-24,일,1.0,맑음,10039.0,2748.0,8502.0,161.0,1376.0,35.0,12787.0
2019-03-25,월,0.0,구름 많음,768.0,770.0,725.0,8.0,35.0,0.0,1538.0
2019-03-26,화,0.0,구름 조금,791.0,953.0,739.0,13.0,39.0,0.0,1744.0
2019-03-27,수,,구름 많음,504.0,613.0,464.0,10.0,30.0,0.0,1117.0
2019-03-28,목,0.0,3.14,761.0,904.0,687.0,46.0,28.0,108.0,1665.0
2019-03-29,금,0.0,구름 조금,1644.0,1226.0,1447.0,120.0,77.0,188.0,2870.0
2019-03-30,토,1.0,흐림,1539.0,913.0,1326.0,44.0,169.0,115.0,2452.0
2019-03-31,SUN,1.0,구름 조금,3061.0,1357.0,2563.0,111.0,387.0,0.0,4418.0
