지역,단지명,전용면적,계약일,거래금액(만원),층,건축년도
송파구,잠실엘스,84.97,12,199000,24,2008
송파구,잠실엘스,84.97,14,190000,7,2008
송파구,잠실엘스,84.8,25,193000,18,2008
송파구,잠실엘스,84.8,28,195000,17,2008
송파구,잠실엘스,84.8,29,210000,19,2008
송파구,주공아파트 5단지,76.5,25,199800,13,1978
송파구,트리지움,84.83,12,185000,16,2007
송파구,트리지움,84.83,14,183000,5,2007
송파구,트리지움,84.95,28,179000,9,2007
송파구,송파더센트레,51.77,2,83000,13,2013
송파구,송파파인타운3단지,84.93,27,100000,8,2008
송파구,위례24단지(꿈에그린),51.77,16,85000,5,2013
송파구,위례24단지(꿈에그린),51.77,22,88000,10,2013
양천구,목동신시가지1,47.52,5,110000,10,1985
양천구,월드메르디앙2,84.3,12,80000,10,2003
양천구,목동센트럴아이파크위브1단지,84.97,24,89500,6,2020
양천구,목동센트럴아이파크위브2단지,84.97,20,92500,10,2020
양천구,목동센트럴아이파크위브3단지,52.85,18,67000,8,2020
양천구,목동센트럴아이파크위브4단지,84.98,19,92250,16,2020
양천구,보람쉬움1,58.15,21,50000,13,2003
양천구,새롬,84.83,21,40000,1,2002
양천구,양천벽산블루밍1단지,84.77,12,65000,1,2006
양천구,에이원,51.15,4,20800,6,1994
양천구,훼미리주상복합,100.3,3,43000,6,2004
양천구,목동그린빌라트,119.92,15,88000,6,1996
양천구,목동신시가지10,105.58,9,172000,2,1987
양천구,목동신시가지10,70.2,18,135000,10,1987
양천구,목동신시가지10,105.58,18,176000,9,1987
양천구,목동신시가지10,53.82,26,101000,8,1987
양천구,목동신시가지11,66.24,24,125000,4,1988
양천구,목동신시가지11,51.48,29,85000,14,1988
양천구,푸른마을4,84.88,21,75000,8,2002
영등포구,드림리버빌,117.41,1,90000,17,2002
영등포구,리버뷰,15.05,8,13300,13,2015
영등포구,리버뷰,15.05,8,13300,13,2015
영등포구,리버뷰,18.36,10,12000,8,2015
영등포구,당산계룡리슈빌1단지,40.136,19,61000,12,2014
영등포구,당산어울림2차,84.8711,10,100500,7,2009
영등포구,당산현대5차,84.69,25,100000,5,2000
영등포구,신대림신동아파밀리에,126.3249,30,68000,2,2013
영등포구,쌍용플래티넘S,18.24,2,7600,3,2013
영등포구,쌍용플래티넘S,22.68,3,17500,12,2013
영등포구,우성1,83.59,2,78000,1,1985
영등포구,코오롱,59.94,22,73000,22,1998
영등포구,코오롱,84.93,26,95000,4,1998
영등포구,현대3,43.92,12,57500,11,1997
영등포구,문래힐스테이트,84.92,11,109000,18,2003
영등포구,문래대림,59.96,23,60500,17,2000
영등포구,건영,95.64,9,90000,6,1985
영등포구,더샵파크프레스티지,84.9,8,120000,26,2022
영등포구,래미안에스티움,84.93,5,115000,2,2017
영등포구,래미안에스티움,59.95,11,98000,11,2017
영등포구,래미안에스티움,84.92,25,114000,2,2017
영등포구,래미안에스티움,59.95,28,88000,2,2017
영등포구,래미안영등포프레비뉴,84.98,4,123700,14,2015
영등포구,래미안영등포프레비뉴,59.99,19,88000,6,2015
영등포구,신길파크자이,84.98,22,122000,11,2022
영등포구,프리가,16.09,14,13500,13,2013
영등포구,한성,84.98,13,105000,12,1997
영등포구,한성,134.33,13,119000,2,1997
영등포구,대우트럼프월드Ⅰ,178.5,9,302000,28,2002
영등포구,롯데캐슬엠파이어,182.62,28,290000,39,2005
영등포구,내이처해밀,14.24,12,12400,10,2012
영등포구,내이처해밀,14.24,17,13000,12,2012
영등포구,내이처해밀,14.24,28,12390,4,2012
영등포구,여의도더리브스타일,14.8376,4,21500,3,2020
영등포구,여의도시티아이,12.59,25,13300,13,2013
영등포구,헤렌어반,13.331,11,12000,2,2011
영등포구,헤렌어반,16.505,25,12000,3,2011
용산구,프라임팰리스,13.69,15,16500,18,2012
용산구,프라임팰리스,13.69,19,16500,14,2012
용산구,주미,79.21,5,149150,7,1973
용산구,용암한신,72.66,24,60000,5,1982
용산구,동아그린,43.02,8,99000,12,1999
용산구,이촌동삼성리버스위트,180.82,23,375000,5,2002
용산구,이촌코오롱(A),114.69,18,200000,6,1999
용산구,용산파크자이,99.85,7,160000,6,2005
용산구,한강로대우아이빌,28.22,27,36500,15,2004
용산구,센트럴파크,102.8617,7,290000,27,2020
용산구,나인원한남,206.8953,7,945000,8,2019
용산구,장미1,77.39,8,169000,1,1976
용산구,장미1,74.38,17,176000,3,1976
용산구,장미1,74.38,17,176000,3,1976
은평구,역촌맨션,65.78,22,26600,3,1973
은평구,역촌맨션,53.2,22,19600,3,1973
은평구,역촌맨션,65.78,30,34415,5,1973
은평구,역촌맨션,65.78,30,36300,2,1973
은평구,역촌맨션,53.2,30,29200,4,1973
은평구,역촌맨션,53.2,30,29200,2,1973
은평구,역촌맨션,53.2,30,27980,6,1973
은평구,역촌맨션,66.43,30,35500,1,1973
은평구,역촌맨션,65.78,30,36400,2,1973
은평구,경남아너스빌,84.69,23,52000,8,2004
은평구,북한산푸르지오,84.99,16,87000,5,2015
은평구,북한산포레스트,29.02,23,36500,4,2021
은평구,정익제이원5차,16.07,18,23300,7,2016
은평구,DMC롯데캐슬더퍼스트,39.83,4,50000,1,2021
은평구,대림한숲(DMC이편한세상),59.895,30,50000,1,2003
은평구,신아,57.06,7,34900,7,2008
은평구,녹번역e편한세상캐슬,59.96,30,82750,6,2021
은평구,다원(107-4),57.23,7,43000,9,2011
은평구,백련산해모로,59.92,15,75000,4,2020
은평구,프라임팰리스,71.16,29,50000,14,2003
은평구,힐스테이트녹번역,59.99,16,81000,7,2022
은평구,디오반,14.46,25,11000,5,2011
은평구,은평뉴타운구파발(삼성래미안9단지),134.83,19,110000,4,2010
은평구,은평뉴타운기자촌11단지,84.94,17,72000,7,2015
은평구,은평뉴타운박석고개(힐스테이트12단지),59.85,21,70000,11,2009
은평구,은평뉴타운상림마을(푸르지오C-6),84.79,20,65500,3,2008
은평구,은평뉴타운상림마을(푸르지오C-8),101.93,10,77000,5,2008
은평구,은평뉴타운솔하임,45.044,21,58000,18,2017
은평구,은평스카이뷰자이,84.7488,6,95000,32,2019
종로구,동성아파트(1동),57.96,11,35000,1,1999
종로구,아남2,84.9,14,90000,4,1996
종로구,종로아인스빌,12.15,28,12000,14,2013
종로구,종로중흥S클래스,17.811,5,12900,13,2013
종로구,이화에수풀,16.98,15,18600,7,2014
종로구,운현신화타워,84.26,2,65000,11,1998
종로구,창신쌍용2,54.7,19,59500,9,1993
종로구,CS타워,21.94,26,15300,10,2011
중구,경서,55.8,28,33000,3,1970
중구,신당아르브,18.08,14,15700,6,2014
중구,약수하이츠,57.63,12,86000,15,1999
중구,약수하이츠,57.63,24,85000,12,1999
중구,삼정아트테라스정동,22.0989,16,39000,2,2020
중구,한양I-Class,16.37,2,13300,17,2013
중랑구,금호어울림(580-1),84.94,15,60000,2,2006
중랑구,두원,59.31,5,55000,7,1998
중랑구,세모하이츠(B),47.18,17,24500,7,2003
중랑구,풍림,59.4,29,47000,5,1997
중랑구,묵동포레시타,14.95,29,11800,3,2013
중랑구,태창네스트빌,84.3875,21,51000,1,2005
중랑구,건영2차아파트,74.25,23,59500,15,1996
중랑구,건영캐스빌,84.6475,29,74000,5,2006
중랑구,동부아파트,54.0,23,41600,10,1999
중랑구,상봉힐스테이,17.25,29,30500,5,2021
중랑구,주함해븐타워,14.94,4,13600,13,2015
중랑구,주함해븐타워,15.17,28,13900,7,2015
중랑구,프레미어스엠코,84.83,21,107000,26,2013
중랑구,동성1,65.56,10,55000,8,1993
중랑구,동성아파트,59.4,21,47500,3,1997
중랑구,신내11대명,39.76,16,37500,3,1996
